word,pinyin,translation,word_type
袭击,xíjī,surprise attack; to raid,Verb
媳妇,xífù,daughter-in-law; son's wife,Noun
喜闻乐见,xǐwénlèjiàn,a delight to see (idiom); an attractive spectacle,Expression
喜悦,xǐyuè,happy; joyous,Noun
系列,xìliè,series,Noun
细胞,xìbāo,cell (biology),Noun
细菌,xìjūn,bacteria; virus; germ,Noun
细致,xìzhì,delicate; meticulous,Adjective
峡谷,xiágǔ,canyon; ravine; gorge,Noun
狭隘,xiá'ài,narrow; tight; narrow (minded); lacking in experience,Adjective
狭窄,xiázhǎi,narrow,Adjective
霞,xiá,red clouds,Noun
下属,xiàshǔ,subordinate; underling,Noun
先进,xiānjìn,advanced (technology); to advance,Adjective
先前,xiānqián,before; previously,Adjective
纤维,xiānwéi,fiber,Noun
掀起,xiānqǐ,lift; raise in height,Verb
鲜明,xiānmíng,bright; clear-cut; distinct,Adjective
闲话,xiánhuà,gossip; digression,Noun
贤惠,xiánhuì,virtuous and dutiful (of women),Adjective
弦,xián,bow string; string of musical instruments,Noun
衔接,xiánjiē,to join together; to combine,Verb
嫌,xián,to dislike; suspicion; grudge,Verb
嫌疑,xiányí,suspicion; (be) suspected (of),Noun
显著,xiǎnzhù,notable; marked; outstanding; remarkable,Adjective
现场,xiànchǎng,scene (of event or incident); on the spot,Noun
现成,xiànchéng,ready-made; off-the-shelf,Adjective
现状,xiànzhuàng,current situation; status quo,Noun
线索,xiànsuǒ,trail; clues; hints; thread (of a story),Noun
宪法,xiànfǎ,constitution; charter,Noun
陷害,xiànhài,cast blame on; to frame,Verb
陷阱,xiànjǐng,trap; snare,Noun
陷入,xiànrù,sink into; get caught up in; land in (a predicament),Verb
馅儿,xiànr,stuffing; filling,Noun
乡镇,xiāngzhèn,village and town,Noun
相差,xiāngchà,differ; difference,Verb
相等,xiāngděng,be equal to; equally; equivalent,Adjective
相辅相成,xiāngfǔxiāngchéng,supplement and complement each other,Expression
相应,xiāngyìng,correspond; relevant,Adjective
镶嵌,xiāngqiàn,inlay,Verb
响亮,xiǎngliàng,loud and clear; resounding,Adjective
响应,xiǎngyìng,respond to; answer,Verb
想方设法,xiǎng fāng shè fǎ,(saying) think of or try every possible method; by all means possible,Expression
向导,xiàngdǎo,guide,Noun
向来,xiànglái,always; all along,Adverb
向往,xiàngwǎng,yearn for; look forward to,Verb
巷,xiàng,lane; alley,Noun
相声,xiàngsheng,comic dialogue; crosstalk,Noun
削,xuē,to pare/peel with a knife; to cut; to chop,Verb
消除,xiāochú,eliminate; remove; clear up (abstract things）,Verb
消毒,xiāo dú,disinfect; sterilize,Verb
消防,xiāofáng,fire-fighting; fire prevention and control,Noun
消耗,xiāohào,use up; consume,Verb
消灭,xiāomiè,eliminate; perish; wipe out,Verb
销毁,xiāohuǐ,destroy (by melting or burning),Verb
潇洒,xiāosǎ,free and easy,Adjective
小心翼翼,xiǎoxīn yìyì,carefully; cautiously; with great care,Expression
肖像,xiàoxiàng,portrait,Noun
效益,xiàoyì,benefit；results,Noun
协会,xiéhuì,an association; a society,Noun
协商,xiéshāng,consult with; talk things over,Verb
协调,xiétiáo,coordinate; harmonize,Verb
协议,xiéyì,agreement; pact; protocol,Noun
协助,xiézhù,assist; to help,Verb
携带,xiédài,take with; portable,Verb
泄露,xièlòu,leak (information); divulge,Verb
泄气,xièqì,despair; feel like giving up/disappointing; pathetic,Verb
屑,xiè,crumbs; filings; worth while,Adjective
谢绝,xièjué,politely refuse,Verb
心得,xīndé,knowledge gained,Noun
心甘情愿,xīngānqíngyuàn,totally willing; perfectly happy to,Expression
心灵,xīnlíng,heart; soul; smart; quick-witted,Noun
心态,xīntài,pyschology; mentality; spirit,Noun
心疼,xīnténg,love dearly; the pain of love,Verb
心血,xīnxuè,heart and blood; painstaking effort; meticulous care,Noun
心眼儿,xīnyǎnr,one's thoughts; mind; intention; willingness to accept new ideas,Noun
辛勤,xīnqín,hardworking; diligent; industrious,Adjective
欣慰,xīnwèi,be gratified; satisfied,Adjective
欣欣向荣,xīnxīn xiàng róng,flourishing; thriving; prosperous,Expression
新陈代谢,xīn chén dàixiè,metabolism (bio); (saying) the new replaces the old,Expression
新郎,xīnláng,bridegroom; groom,Noun
新娘,xīnniáng,bride,Noun
新颖,xīnyǐng,new and original; novel,Adjective
薪水,xīnshuǐ,salary; wage; pay; stipend,Noun
信赖,xìnlài,trust; have confidence in; confide,Noun
信念,xìnniàn,faith; belief; conviction,Noun
信仰,xìnyǎng,firm belief; faith; believe in (a religion),Noun
信誉,xìnyù,reputation; prestige; trust,Noun
兴隆,xīnglóng,prosperous; flourishing,Adjective
兴旺,xīngwàng,prosperous; thriving; to prosper,Adjective
腥,xīng,fishy (smell),Adjective
刑事,xíngshì,criminal; penal,Adjective
行政,xíngzhèng,administration; administrative,Adjective
形态,xíngtài,shape; form; pattern,Noun
兴高采烈,xìng gāo cǎi liè,in high spirits,Expression
兴致勃勃,xìngzhìbóbó,in high spirits,Expression
性感,xìnggǎn,sex appeal; sexy; sexuality,Adjective
性命,xìngmìng,life,Noun
性能,xìngnéng,function; performance,Noun
凶恶,xiōng'è,fierce; ferocious; menacing,Adjective
凶手,xiōngshǒu,murderer; assassin; assailant,Noun
汹涌,xiōngyǒng,"(used in reference to an ocean, river, lake etc.) violently surge up; turbulent",Verb
胸怀,xiōnghuái,think about; heart; one's bosom (the seat of emotions); breast; broad-minded and open,Noun
胸膛,xiōngtáng,chest,Noun
雄厚,xiónghòu,abundant; strong and solid; rich,Adjective
雄伟,xióngwěi,grand; majestic,Adjective
修复,xiūfù,restoration; repair,Verb
修建,xiūjiàn,to build; to construct; renovate,Verb
修养,xiūyǎng,accomplishment; self-cultivation,Verb
羞耻,xiūchǐ,(a feeling of) shame,Adjective
绣,xiù,embroider; embroidery,Verb
嗅觉,xiùjué,sense of smell; scent,Noun
须知,xūzhī,prerequisites; knowledge requirement,Verb
虚假,xūjiǎ,false; phony; pretense; deceit,Adjective
虚荣,xūróng,vanity,Adjective
虚伪,xūwěi,false; hypocritical; artificial; sham,Adjective
需求,xūqiú,requirement; demand (economics),Noun
许可,xǔkě,allow; permit; permission,Verb
序言,xùyán,"preface of a book, used to explain the book's objective",Noun
畜牧,xùmù,raise animals,Noun
酗酒,xùjiǔ,heavy drinking; drink to excess; binge drink,Verb
宣誓,xuān shì,swear an oath (of office); make a vow,Verb
宣扬,xuānyáng,publicize; make public or well known,Verb
喧哗,xuānhuá,cause a scene,Verb
悬挂,xuánguà,suspend; hang; suspension (cable car),Verb
悬念,xuánniàn,"reader's involvement; suspense in a movie, place etc",Noun
悬殊,xuánshū,a wide gap; big contrast; large disparity; a mismatch,Adjective
悬崖峭壁,xuányáqiàobì,cliffside,Expression
旋律,xuánlǜ,melody; tune; rhythm,Noun
旋转,xuánzhuǎn,to whirl; to spin; rotate,Verb
选拔,xuǎnbá,select the best; choose,Verb
选举,xuǎnjǔ,elect; election,Verb
选手,xuǎnshǒu,athlete; contestant; player,Noun
炫耀,xuànyào,to show off; flaunt,Verb
削弱,xuēruò,weaken; to cripple,Verb
学说,xuéshuō,theory; doctrine,Noun
学位,xuéwèi,academic degree; educational level,Noun
雪上加霜,xuěshàngjiāshuāng,(literally) add frost to snow; one disaster after another; insult added to injury,Expression
血压,xuèyā,blood pressure,Noun
熏陶,xūntáo,to influence (positively),Verb
寻觅,xúnmì,to seek; to look for,Verb
巡逻,xúnluó,"to patrol (police, army or navy)",Verb
循环,xúnhuán,circular cycle; loop; circulate,Verb
循序渐进,xún xù jiàn jìn,make steady progress incrementally; step by step program,Expression
压迫,yāpò,oppress,Verb
压岁钱,yāsuìqián,gifts of money given to children during the Spring Festival,Noun
压缩,yāsuō,to compress,Verb
压抑,yāyì,constrain or repress one's emotions; inhibition; repressive,Verb
压榨,yāzhà,"to press; to squeeze; to extract juice, oil, etc. by squeezing",Verb
压制,yāzhì,suppress; inhibit; stifle,Verb
鸦雀无声,yāquèwúshēng,not even a crow or sparrow can be heard (idiom); silence reigns,Expression
亚军,yàjūn,second place; runner-up,Noun
烟花爆竹,yānhuābàozhú,fireworks and crackers,Noun
淹没,yānmò,submerge; drown; to flood,Verb
延期,yán qī,delay; extend; postpone,Verb
延伸,yánshēn,extend; spread; stretch,Verb
延续,yánxù,continue; last longer,Verb
严寒,yánhán,bitter cold; severe winter,Adjective
严禁,yánjìn,strictly prohibit; forbid,Adjective
严峻,yánjùn,grim; severe; rigorous; harsh,Adjective
严厉,yánlì,strict; severe,Adjective
严密,yánmì,strict; closely-knit; tight,Adjective
言论,yánlùn,expression of (political) opinion; speech,Noun
岩石,yánshí,rock; stone,Noun
炎热,yánrè,blistering hot; sizzling hot (weather),Adjective
沿海,yánhǎi,coastal,Adjective
掩盖,yǎngài,conceal; cover up; hide behind,Verb
掩护,yǎnhù,cover; shield; screen,Verb
掩饰,yǎnshì,conceal a fault; gloss over,Verb
眼光,yǎnguāng,vision,Noun
眼色,yǎnsè,a wink; signal with one's eyes,Noun
眼神,yǎnshén,expression or emotion showing in one's eyes,Noun
演变,yǎnbiàn,develop; evolve,Verb
演习,yǎnxí,rehearse; practice; put on a play,Verb
演绎,yǎnyì,deduction; to deduce; to infer,Verb
演奏,yǎnzòu,give an instrumental performance,Verb
厌恶,yànwù,loathe; to hate; detest,Verb
验收,yànshōu,inspect and then accept (i.e. received goods,Verb
验证,yànzhèng,inspect and verify,Verb
氧气,yǎngqì,oxygen,Noun
样品,yàngpǐn,sample; specimen,Noun
谣言,yáoyán,rumor,Noun
摇摆,yáobǎi,to waver; to wag; to sway,Verb
摇滚,yáogǔn,rock and roll,Noun
遥控,yáokòng,remote control,Verb
遥远,yáoyuǎn,distant; remote,Adjective
要点,yàodiǎn,main point; essential,Noun
要命,yàomìng,cause somebody's death; very; extremely; frighteningly; annoyance,Expression
要素,yàosù,essential factor; key constituent,Noun
耀眼,yàoyǎn,dazzle; to shine,Adjective
野蛮,yěmán,barbarous; uncivilized; cruel; wild,Adjective
野心,yěxīn,ambition; wild schemes or ambitions; careerism,Noun
液体,yètǐ,liquid,Noun
一度,yídù,for a time; at one time; one time; once,Adverb
一帆风顺,yìfānfēngshùn,(saying) smooth sailing,Expression
一贯,yíguàn,consistent; constant; from start to finish; then as now,Adjective
一举两得,yìjǔliǎngdé,kill two birds with one stone; (literally) attain two objectives with a single move,Expression
一流,yīliú,top-grade,Adjective
一目了然,yímùliǎorán,obvious at a glance,Expression
一如既往,yìrújìwǎng,just as in the past (idiom); as before; continuing as always,Expression
一丝不苟,yìsībùgǒu,(literally) not one thread loose; strictly according to the rules; meticulous,Expression
一向,yíxiàng,all along; the whole time; constantly; always,Adverb
衣裳,yīshang,clothes,Noun
依旧,yījiù,as before; still,Adverb
依据,yījù,according to; basis; foundation,Verb
依靠,yīkào,rely on; depend on,Verb
依赖,yīlài,depend on; be dependent on,Verb
依托,yītuō,rely on; depend on,Verb
仪器,yíqì,apparatus; (scientific) instrument,Noun
仪式,yíshì,ceremony,Noun
遗产,yíchǎn,heritage; legacy,Noun
遗传,yíchuán,inherit; hereditary,Verb
遗留,yíliú,legacy; left over; hand down,Verb
遗失,yíshī,lose; lose due to carelessness,Verb
疑惑,yíhuò,(a sense of) uncertainty; to feel unsure about something; uncertainty,Verb
以便,yǐbiàn,so that; in order to,Conjunction
以免,yǐmiǎn,so as not to; in order to avoid; lest,Conjunction
以往,yǐwǎng,in the past; formerly,Adverb
以至,yǐzhì,down to; up to; to such an extent as to...,Conjunction
以致,yǐzhì,so that; as a result,Conjunction
亦,yì,also,Conjunction
异常,yìcháng,exceptional; abnormal,Adjective
意料,yìliào,expectation; to anticipate; to think ahead,Noun
意识,yìshi,realize; consciousness; awareness; sense,Noun
意图,yìtú,intent; intention; intend,Noun
意味着,yìwèizhe,signify; to mean; imply,Verb
意向,yìxiàng,will; intent; disposition,Noun
意志,yìzhì,will; willpower; determination,Noun
毅力,yìlì,willpower; perseverance; will; stamina; tenacity,Noun
毅然,yìrán,without hesitation; resolutely; firmly,Adverb
阴谋,yīnmóu,a plot; a conspiracy,Noun
音响,yīnxiǎng,"(Electronic) speakers; acoustics; sound field (i.e., in a room or theater)",Noun
引导,yǐndǎo,to guide; to conduct; introduction,Verb
引擎,yǐnqíng,engine,Noun
引用,yǐnyòng,quote; cite,Verb
饮食,yǐnshí,food and drink; diet,Noun
隐蔽,yǐnbì,conceal; hide; covert; under cover; Take cover!,Adjective
隐患,yǐnhuàn,hidden danger,Noun
隐瞒,yǐnmán,conceal; hide; (a taboo subject); cover up the truth,Verb
隐私,yǐnsī,privacy; personal secret,Noun
隐约,yǐnyuē,vague; faint; indistinct,Adjective
英明,yīngmíng,wise; brilliant,Adjective
英勇,yīngyǒng,bravery; heroic; valiant; gallant,Adjective
婴儿,yīng'ér,baby infant,Noun
迎面,yíng miàn,face to face; headlong; in one's face,Adverb
盈利,yínglì,profit; gain,Verb
应酬,yìngchou,socialize with; a social engagement,Noun
应邀,yìngyāo,at sb.'s invitation,Verb
拥护,yōnghù,to support; endorse,Verb
拥有,yōngyǒu,have; possess,Verb
庸俗,yōngsú,filthy; vulgar; debased,Adjective
永恒,yǒnghéng,eternal; everlasting,Adjective
勇于,yǒngyú,have the courage to; be brave enough,Verb
涌现,yǒngxiàn,spring up; emerge prominently,Verb
踊跃,yǒngyuè,eager; enthusiastically,Adjective
用户,yònghù,user; consumer; subscriber; customer,Noun
优胜劣汰,yōushèngliètài,survival of the fittest,Expression
优先,yōuxiān,priority; preferential,Adjective
优异,yōuyì,exceptional; excellent; outstandingly good,Adjective
优越,yōuyuè,superior; superiority,Adjective
忧郁,yōuyù,melancholy; dejected,Adjective
犹如,yóurú,just as; similar to; appearing to be,Verb
油腻,yóunì,greasy or oily (food),Adjective
油漆,yóuqī,oil paint; varnish,Noun
有条不紊,yǒutiáobùwěn,in an orderly way; methodically; systematically; methodical,Expression
幼稚,yòuzhì,childish; naïve; immature,Adjective
诱惑,yòuhuò,tempt; temptation; entice; lure; attract,Verb
渔民,yúmín,fisherman; fisher folk,Noun
愚蠢,yúchǔn,silly; stupid,Adjective
愚昧,yúmèi,ignorant; benighted,Adjective
舆论,yúlùn,public opinion,Noun
与日俱增,yǔrìjùzēng,grow with each passing day,Expression
宇宙,yǔzhòu,universe; cosmos,Noun
羽绒服,yǔróngfú,down jacket,Noun
玉,yù,jade (Kangxi radical 96),Noun
预料,yùliào,anticipate; to forecast; expectation,Verb
预期,yùqī,expect; expected; anticipate,Verb
预算,yùsuàn,budget,Noun
预先,yùxiān,beforehand; prior,Adverb
预言,yùyán,predict; prophecy,Noun
预兆,yùzhào,"omen, sign",Noun
欲望,yùwàng,desire; lust,Noun
寓言,yùyán,fable,Noun
愈,yù,recover; heal; the more ... the more,Verb
冤枉,yuānwang,to wrong; injustice; not worthwhile,Verb
元首,yuánshǒu,head of state,Noun
元素,yuánsù,element; element of a set; chemical element,Noun
元宵节,Yuánxiāo Jié,the Lantern Festival,Noun
园林,yuánlín,gardens; park; landscape,Noun
原告,yuángào,plaintiff; complainant; accuser,Noun
原理,yuánlǐ,principle; theory,Noun
原始,yuánshǐ,first; original; primitive,Adjective
原先,yuánxiān,former; original,Adverb
圆满,yuánmǎn,satisfactory,Adjective
缘故,yuángù,reason; cause,Noun
源泉,yuánquán,headspring; fountainhead; water source,Noun
约束,yuēshù,restrict; limit to; constrain; restriction,Verb
乐谱,yuèpǔ,sheet music,Noun
岳母,yuèmǔ,wife's mother; mother-in-law,Noun
孕育,yùnyù,"be pregnant; to produce offspring; nurture (a development, school of thought, artwork, etc.)",Verb
运算,yùnsuàn,(mathematical) operation,Verb
运行,yùnxíng,movement; be in motion; run,Verb
酝酿,yùnniàng,mull over (an issue); hold a preliminary round of exploratory discussions,Verb
蕴藏,yùncáng,hold in store; contain untapped quantities,Verb
熨,yùn,iron; press,Verb
杂技,zájì,acrobatics,Noun
杂交,zájiāo,create a hybrid; cross-fertilize,Verb
